shared-library,"/Users/wavded/.nvm/v0.10.24/bin/node",0x100001280,0x1003e169d
shared-library,"/System/Library/Frameworks/Carbon.framework/Versions/A/Frameworks/SecurityHI.framework/Versions/A/SecurityHI",0x7fff8f63d36c,0x7fff8f63e7e2
shared-library,"/System/Library/Frameworks/Carbon.framework/Versions/A/Frameworks/SpeechRecognition.framework/Versions/A/SpeechRecognition",0x7fff962a52d0,0x7fff962ab6be
shared-library,"/usr/lib/libobjc.A.dylib",0x7fff9101a000,0x7fff91036e48
shared-library,"/System/Library/Frameworks/CoreText.framework/Versions/A/CoreText",0x7fff988d29f0,0x7fff98984434
shared-library,"/System/Library/Frameworks/CoreGraphics.framework/Versions/A/CoreGraphics",0x7fff9a96eb90,0x7fff9ae7715e
shared-library,"/System/Library/Frameworks/ImageIO.framework/Versions/A/ImageIO",0x7fff9a3ef3c0,0x7fff9a4cfbcb
shared-library,"/System/Library/Frameworks/ApplicationServices.framework/Versions/A/Frameworks/ATS.framework/Versions/A/ATS",0x7fff90fa9d20,0x7fff9100bdf7
shared-library,"/System/Library/Frameworks/ApplicationServices.framework/Versions/A/Frameworks/ColorSync.framework/Versions/A/ColorSync",0x7fff8eefabe0,0x7fff8ef5880d
shared-library,"/System/Library/Frameworks/ApplicationServices.framework/Versions/A/Frameworks/HIServices.framework/Versions/A/HIServices",0x7fff8ea04da8,0x7fff8ea409ba
shared-library,"/System/Library/Frameworks/ApplicationServices.framework/Versions/A/Frameworks/LangAnalysis.framework/Versions/A/LangAnalysis",0x7fff9937f23c,0x7fff9938cb8e
shared-library,"/System/Library/Frameworks/ApplicationServices.framework/Versions/A/Frameworks/PrintCore.framework/Versions/A/PrintCore",0x7fff8f67fe10,0x7fff8f6bd801
shared-library,"/System/Library/Frameworks/ApplicationServices.framework/Versions/A/Frameworks/QD.framework/Versions/A/QD",0x7fff956e58b0,0x7fff95714a8b
shared-library,"/System/Library/Frameworks/ApplicationServices.framework/Versions/A/Frameworks/SpeechSynthesis.framework/Versions/A/SpeechSynthesis",0x7fff91fadb40,0x7fff91fb51db
shared-library,"/usr/lib/libz.1.dylib",0x7fff9131f0f0,0x7fff91329c55
shared-library,"/usr/lib/libbsm.0.dylib",0x7fff9a95dd54,0x7fff9a96bd51
shared-library,"/System/Library/Frameworks/IOKit.framework/Versions/A/IOKit",0x7fff98728bd8,0x7fff98785e80
shared-library,"/System/Library/Frameworks/IOSurface.framework/Versions/A/IOSurface",0x7fff945729c2,0x7fff94575388
shared-library,"/System/Library/Frameworks/Security.framework/Versions/A/Security",0x7fff95333810,0x7fff954e4cc6
shared-library,"/System/Library/Frameworks/Accelerate.framework/Versions/A/Accelerate",0x7fff944da000,0x7fff944da000
shared-library,"/usr/lib/libc++.1.dylib",0x7fff985cbbd0,0x7fff986104c0
shared-library,"/usr/lib/system/libcache.dylib",0x7fff98814b50,0x7fff9881753d
shared-library,"/usr/lib/system/libcommonCrypto.dylib",0x7fff97a4ff98,0x7fff97a58b8d
shared-library,"/usr/lib/system/libcompiler_rt.dylib",0x7fff9798d080,0x7fff97991c2a
shared-library,"/usr/lib/system/libcopyfile.dylib",0x7fff96afff14,0x7fff96b057f1
shared-library,"/usr/lib/system/libcorecrypto.dylib",0x7fff91c64f90,0x7fff91c9ac0c
shared-library,"/usr/lib/system/libdispatch.dylib",0x7fff92610f10,0x7fff92625189
shared-library,"/usr/lib/system/libdyld.dylib",0x7fff8f06e1f0,0x7fff8f070605
shared-library,"/usr/lib/system/libkeymgr.dylib",0x7fff98638a4f,0x7fff98638e4e
shared-library,"/usr/lib/system/liblaunch.dylib",0x7fff97485e90,0x7fff9748c56c
shared-library,"/usr/lib/system/libmacho.dylib",0x7fff9a3e9570,0x7fff9a3ed8ea
shared-library,"/usr/lib/system/libquarantine.dylib",0x7fff8f8a9287,0x7fff8f8aab12
shared-library,"/usr/lib/system/libremovefile.dylib",0x7fff932f199c,0x7fff932f2c81
shared-library,"/usr/lib/system/libsystem_asl.dylib",0x7fff90aee7a0,0x7fff90afd705
shared-library,"/usr/lib/system/libsystem_blocks.dylib",0x7fff94284334,0x7fff94284b48
shared-library,"/usr/lib/system/libsystem_c.dylib",0x7fff91e9c6e0,0x7fff91f1be66
shared-library,"/usr/lib/system/libsystem_configuration.dylib",0x7fff90b00054,0x7fff90b01a14
shared-library,"/usr/lib/system/libsystem_dnssd.dylib",0x7fff95d65828,0x7fff95d6b37c
shared-library,"/usr/lib/system/libsystem_info.dylib",0x7fff964195a0,0x7fff9643cc07
shared-library,"/usr/lib/system/libsystem_kernel.dylib",0x7fff944234f0,0x7fff94438fde
shared-library,"/usr/lib/system/libsystem_m.dylib",0x7fff9887f1e0,0x7fff988926f2
shared-library,"/usr/lib/system/libsystem_malloc.dylib",0x7fff96285398,0x7fff9629c39d
shared-library,"/usr/lib/system/libsystem_network.dylib",0x7fff9934f210,0x7fff9936e91b
shared-library,"/usr/lib/system/libsystem_notify.dylib",0x7fff8d917380,0x7fff8d91f925
shared-library,"/usr/lib/system/libsystem_platform.dylib",0x7fff94479a20,0x7fff9447e825
shared-library,"/usr/lib/system/libsystem_pthread.dylib",0x7fff993773b4,0x7fff9937bfcb
shared-library,"/usr/lib/system/libsystem_sandbox.dylib",0x7fff977a4ae4,0x7fff977a5b2e
shared-library,"/usr/lib/system/libsystem_stats.dylib",0x7fff96414474,0x7fff964176b1
shared-library,"/usr/lib/system/libunc.dylib",0x7fff9400d8f3,0x7fff9400eb60
shared-library,"/usr/lib/system/libunwind.dylib",0x7fff8d91094c,0x7fff8d915388
shared-library,"/usr/lib/system/libxpc.dylib",0x7fff90b84ab0,0x7fff90b9ef3e
shared-library,"/usr/lib/libauto.dylib",0x7fff97949cd0,0x7fff97985e80
shared-library,"/usr/lib/libc++abi.dylib",0x7fff8d921040,0x7fff8d946aff
shared-library,"/usr/lib/libDiagnosticMessagesClient.dylib",0x7fff9446518e,0x7fff94465a22
shared-library,"/usr/lib/system/libkxld.dylib",0x7fff965f1e3c,0x7fff965fbbff
shared-library,"/usr/lib/libicucore.A.dylib",0x7fff97fffbf8,0x7fff98172d9c
shared-library,"/System/Library/Frameworks/CFNetwork.framework/Versions/A/CFNetwork",0x7fff9097a610,0x7fff90ac1ad5
shared-library,"/System/Library/Frameworks/CoreServices.framework/Versions/A/Frameworks/CarbonCore.framework/Versions/A/CarbonCore",0x7fff93ad9030,0x7fff93bb9748
shared-library,"/System/Library/Frameworks/CoreServices.framework/Versions/A/Frameworks/Metadata.framework/Versions/A/Metadata",0x7fff9a343070,0x7fff9a3ba1b0
shared-library,"/System/Library/Frameworks/CoreServices.framework/Versions/A/Frameworks/OSServices.framework/Versions/A/OSServices",0x7fff956291f0,0x7fff9568f42c
shared-library,"/System/Library/Frameworks/CoreServices.framework/Versions/A/Frameworks/SearchKit.framework/Versions/A/SearchKit",0x7fff912682c0,0x7fff912ba19d
shared-library,"/System/Library/Frameworks/CoreServices.framework/Versions/A/Frameworks/AE.framework/Versions/A/AE",0x7fff8ee7e4c0,0x7fff8eed16c3
shared-library,"/System/Library/Frameworks/CoreServices.framework/Versions/A/Frameworks/LaunchServices.framework/Versions/A/LaunchServices",0x7fff95d9eec0,0x7fff95e51b67
shared-library,"/System/Library/Frameworks/CoreServices.framework/Versions/A/Frameworks/DictionaryServices.framework/Versions/A/DictionaryServices",0x7fff98b4b1e0,0x7fff98b6e100
shared-library,"/System/Library/Frameworks/SystemConfiguration.framework/Versions/A/SystemConfiguration",0x7fff98b748a0,0x7fff98bca543
shared-library,"/usr/lib/libsqlite3.dylib",0x7fff9a23c960,0x7fff9a31cb10
shared-library,"/usr/lib/libxml2.2.dylib",0x7fff981e29f0,0x7fff982aaeae
shared-library,"/usr/lib/libxar.1.dylib",0x7fff8d871fd4,0x7fff8d87d7a6
shared-library,"/usr/lib/libpam.2.dylib",0x7fff9a22cf4c,0x7fff9a22fdac
shared-library,"/usr/lib/libOpenScriptingUtil.dylib",0x7fff98808dc0,0x7fff98808f16
shared-library,"/usr/lib/libbz2.1.0.dylib",0x7fff97995154,0x7fff979a0fec
shared-library,"/System/Library/Frameworks/DiskArbitration.framework/Versions/A/DiskArbitration",0x7fff8e7dd3b8,0x7fff8e7e1065
shared-library,"/System/Library/Frameworks/NetFS.framework/Versions/A/NetFS",0x7fff912d9fc0,0x7fff912dfac7
shared-library,"/System/Library/PrivateFrameworks/NetAuth.framework/Versions/A/NetAuth",0x7fff9092c760,0x7fff9093620a
shared-library,"/usr/lib/liblangid.dylib",0x7fff925e8476,0x7fff925e8d1e
shared-library,"/usr/lib/libCRFSuite.dylib",0x7fff96441410,0x7fff96458c6b
shared-library,"/System/Library/PrivateFrameworks/DataDetectorsCore.framework/Versions/A/DataDetectorsCore",0x7fff9368c270,0x7fff936d92fd
shared-library,"/System/Library/PrivateFrameworks/TCC.framework/Versions/A/TCC",0x7fff91da5d90,0x7fff91da86b9
shared-library,"/System/Library/Frameworks/OpenDirectory.framework/Versions/A/Frameworks/CFOpenDirectory.framework/Versions/A/CFOpenDirectory",0x7fff8e7e3560,0x7fff8e7f3b3f
shared-library,"/System/Library/Frameworks/ServiceManagement.framework/Versions/A/ServiceManagement",0x7fff98a967a4,0x7fff98a9d6cd
shared-library,"/usr/lib/libxslt.1.dylib",0x7fff955ffc4c,0x7fff9562000d
shared-library,"/System/Library/Frameworks/Accelerate.framework/Versions/A/Frameworks/vImage.framework/Versions/A/vImage",0x7fff95043df0,0x7fff95283b7d
shared-library,"/System/Library/Frameworks/Accelerate.framework/Versions/A/Frameworks/vecLib.framework/Versions/A/vecLib",0x7fff8e7dc000,0x7fff8e7dc000
shared-library,"/System/Library/Frameworks/Accelerate.framework/Versions/A/Frameworks/vecLib.framework/Versions/A/libvDSP.dylib",0x7fff938d7b80,0x7fff93995fb1
shared-library,"/System/Library/Frameworks/Accelerate.framework/Versions/A/Frameworks/vecLib.framework/Versions/A/libvMisc.dylib",0x7fff923c5700,0x7fff9245105c
shared-library,"/System/Library/Frameworks/Accelerate.framework/Versions/A/Frameworks/vecLib.framework/Versions/A/libLAPACK.dylib",0x7fff9938f538,0x7fff9976669e
shared-library,"/System/Library/Frameworks/Accelerate.framework/Versions/A/Frameworks/vecLib.framework/Versions/A/libBLAS.dylib",0x7fff8f739880,0x7fff8f8a407b
shared-library,"/System/Library/Frameworks/ApplicationServices.framework/Versions/A/Frameworks/ATS.framework/Versions/A/Resources/libFontParser.dylib",0x7fff913e8d20,0x7fff91446c6c
shared-library,"/System/Library/Frameworks/ApplicationServices.framework/Versions/A/Frameworks/ATS.framework/Versions/A/Resources/libFontRegistry.dylib",0x7fff95e6f950,0x7fff95ea3dfe
shared-library,"/System/Library/Frameworks/ImageIO.framework/Versions/A/Resources/libJPEG.dylib",0x7fff91953dbc,0x7fff9197216e
shared-library,"/System/Library/Frameworks/ImageIO.framework/Versions/A/Resources/libTIFF.dylib",0x7fff915b742c,0x7fff915ee2dd
shared-library,"/System/Library/Frameworks/ImageIO.framework/Versions/A/Resources/libPng.dylib",0x7fff95027de0,0x7fff9503f760
shared-library,"/System/Library/Frameworks/ImageIO.framework/Versions/A/Resources/libGIF.dylib",0x7fff9a8b4150,0x7fff9a8b7a16
shared-library,"/System/Library/Frameworks/ImageIO.framework/Versions/A/Resources/libJP2.dylib",0x7fff9863a4f0,0x7fff986e6e63
shared-library,"/System/Library/Frameworks/ImageIO.framework/Versions/A/Resources/libRadiance.dylib",0x7fff90f5c821,0x7fff90f5ebc0
shared-library,"/usr/lib/libcups.2.dylib",0x7fff91900e1c,0x7fff9193987d
shared-library,"/System/Library/Frameworks/Kerberos.framework/Versions/A/Kerberos",0x7fff9776cb35,0x7fff9777f210
shared-library,"/System/Library/Frameworks/GSS.framework/Versions/A/GSS",0x7fff908f3250,0x7fff9091c052
shared-library,"/usr/lib/libresolv.9.dylib",0x7fff8f64a230,0x7fff8f6632db
shared-library,"/usr/lib/libiconv.2.dylib",0x7fff91da9c98,0x7fff91dbe08d
shared-library,"/System/Library/PrivateFrameworks/Heimdal.framework/Versions/A/Heimdal",0x7fff8d5c39f0,0x7fff8d618ac8
shared-library,"/System/Library/PrivateFrameworks/TrustEvaluationAgent.framework/Versions/A/TrustEvaluationAgent",0x7fff962a091a,0x7fff962a17c2
shared-library,"/usr/lib/libheimdal-asn1.dylib",0x7fff99e89796,0x7fff99e8db48
shared-library,"/System/Library/Frameworks/OpenDirectory.framework/Versions/A/OpenDirectory",0x7fff94222c50,0x7fff9422a366
shared-library,"/System/Library/PrivateFrameworks/CommonAuth.framework/Versions/A/CommonAuth",0x7fff96ea6344,0x7fff96eae11d
shared-library,"/System/Library/Frameworks/SecurityFoundation.framework/Versions/A/SecurityFoundation",0x7fff96dc7710,0x7fff96dfcec5
shared-library,"/System/Library/Frameworks/CoreAudio.framework/Versions/A/CoreAudio",0x7fff9977d650,0x7fff997c2290
shared-library,"/System/Library/Frameworks/AudioToolbox.framework/Versions/A/AudioToolbox",0x7fff95f7cdf0,0x7fff9609e6f1
shared-library,"/System/Library/PrivateFrameworks/CoreUI.framework/Versions/A/CoreUI",0x7fff9748e9a0,0x7fff9753e25e
shared-library,"/System/Library/Frameworks/QuartzCore.framework/Versions/A/QuartzCore",0x7fff942869d0,0x7fff943efd16
shared-library,"/System/Library/PrivateFrameworks/DesktopServicesPriv.framework/Versions/A/DesktopServicesPriv",0x7fff96c96a80,0x7fff96d75d70
shared-library,"/System/Library/PrivateFrameworks/MultitouchSupport.framework/Versions/A/MultitouchSupport",0x7fff8f037bc0,0x7fff8f046f8f
shared-library,"/System/Library/PrivateFrameworks/GenerationalStorage.framework/Versions/A/GenerationalStorage",0x7fff96e8d260,0x7fff96ea0083
shared-library,"/System/Library/PrivateFrameworks/Bom.framework/Versions/A/Bom",0x7fff91c298e8,0x7fff91c5df8f
shared-library,"/System/Library/Frameworks/OpenGL.framework/Versions/A/OpenGL",0x7fff98a216fc,0x7fff98a2d0e6
shared-library,"/System/Library/Frameworks/CoreVideo.framework/Versions/A/CoreVideo",0x7fff90f83a7c,0x7fff90f9dbe8
shared-library,"/System/Library/Frameworks/QuartzCore.framework/Versions/A/Frameworks/CoreImage.framework/Versions/A/CoreImage",0x7fff95a96490,0x7fff95c561fc
shared-library,"/System/Library/Frameworks/QuartzCore.framework/Versions/A/Frameworks/ScalableUserInterface.framework/Versions/A/ScalableUserInterface",0x7fff91214d20,0x7fff91253c0a
shared-library,"/System/Library/Frameworks/OpenGL.framework/Versions/A/Libraries/libGLU.dylib",0x7fff956a4894,0x7fff956de40a
shared-library,"/System/Library/Frameworks/OpenGL.framework/Versions/A/Libraries/libGFXShared.dylib",0x7fff9880a730,0x7fff98810825
shared-library,"/System/Library/Frameworks/OpenGL.framework/Versions/A/Libraries/libGL.dylib",0x7fff9977109d,0x7fff9977bf2c
shared-library,"/System/Library/Frameworks/OpenGL.framework/Versions/A/Libraries/libGLImage.dylib",0x7fff93a59660,0x7fff93a954f0
shared-library,"/System/Library/Frameworks/OpenGL.framework/Versions/A/Libraries/libCVMSPluginSupport.dylib",0x7fff9121156f,0x7fff91212cc6
shared-library,"/System/Library/Frameworks/OpenGL.framework/Versions/A/Libraries/libCoreVMClient.dylib",0x7fff91cb36e8,0x7fff91cb5efb
shared-library,"/System/Library/PrivateFrameworks/FaceCore.framework/Versions/A/FaceCore",0x7fff8ea49e90,0x7fff8eaa5ae4
shared-library,"/System/Library/PrivateFrameworks/CrashReporterSupport.framework/Versions/A/CrashReporterSupport",0x7fff9a2321a8,0x7fff9a2399fe
shared-library,"/System/Library/Frameworks/OpenCL.framework/Versions/A/OpenCL",0x7fff8d8c26e8,0x7fff8d8ff53f
shared-library,"/System/Library/PrivateFrameworks/AppleFSCompression.framework/Versions/A/AppleFSCompression",0x7fff8f0720d0,0x7fff8f07ab83
shared-library,"/System/Library/PrivateFrameworks/Ubiquity.framework/Versions/A/Ubiquity",0x7fff9861ef70,0x7fff986316c8
shared-library,"/System/Library/PrivateFrameworks/Sharing.framework/Versions/A/Sharing",0x7fff95f1b050,0x7fff95f25878
shared-library,"/System/Library/PrivateFrameworks/IconServices.framework/Versions/A/IconServices",0x7fff95d6dc00,0x7fff95d92756
shared-library,"/System/Library/PrivateFrameworks/ChunkingLibrary.framework/Versions/A/ChunkingLibrary",0x7fff97a5b680,0x7fff97a76e13
profiler,"begin",1
code-creation,Stub,0x272317f06000,338,"JSEntryStub"
code-creation,Stub,0x272317f06160,338,"JSConstructEntryStub"
code-creation,Stub,0x272317f062c0,698,"CEntryStub"
code-creation,Stub,0x272317f06580,1049,"CEntryStub"
code-creation,Stub,0x272317f069a0,162,"StoreBufferOverflowStub"
code-creation,Stub,0x272317f06a60,382,"StoreBufferOverflowStub"
code-creation,Stub,0x272317f06be0,1727,"RecordWriteStub"
code-creation,Stub,0x272317f072a0,1720,"RecordWriteStub"
code-creation,Stub,0x272317f07960,760,"RecordWriteStub"
code-creation,Stub,0x272317f07c60,1720,"RecordWriteStub"
code-creation,Stub,0x272317f08320,1714,"RecordWriteStub"
code-creation,Stub,0x272317f089e0,1774,"RecordWriteStub"
code-creation,Stub,0x272317f090e0,1750,"RecordWriteStub"
code-creation,Stub,0x272317f097c0,1720,"RecordWriteStub"
code-creation,Stub,0x272317f09e80,1732,"RecordWriteStub"
code-creation,Stub,0x272317f0a560,766,"RecordWriteStub"
code-creation,Stub,0x272317f0a860,1714,"RecordWriteStub"
code-creation,Stub,0x272317f0af20,1731,"RecordWriteStub"
code-creation,Stub,0x272317f0b600,1769,"RecordWriteStub"
code-creation,Stub,0x272317f0bd00,1750,"RecordWriteStub"
code-creation,Builtin,0x272317f0c3e0,112,"Illegal"
code-creation,Builtin,0x272317f0c460,112,"EmptyFunction"
code-creation,Builtin,0x272317f0c4e0,112,"InternalArrayCodeGeneric"
code-creation,Builtin,0x272317f0c560,112,"ArrayCodeGeneric"
code-creation,Builtin,0x272317f0c5e0,112,"ArrayPush"
code-creation,Builtin,0x272317f0c660,112,"ArrayPop"
code-creation,Builtin,0x272317f0c6e0,112,"ArrayShift"
code-creation,Builtin,0x272317f0c760,112,"ArrayUnshift"
code-creation,Builtin,0x272317f0c7e0,112,"ArraySlice"
code-creation,Builtin,0x272317f0c860,112,"ArraySplice"
code-creation,Builtin,0x272317f0c8e0,112,"ArrayConcat"
code-creation,Builtin,0x272317f0c960,117,"HandleApiCall"
code-creation,Builtin,0x272317f0c9e0,117,"HandleApiCallConstruct"
code-creation,Builtin,0x272317f0ca60,112,"HandleApiCallAsFunction"
code-creation,Builtin,0x272317f0cae0,112,"HandleApiCallAsConstructor"
code-creation,Builtin,0x272317f0cb60,112,"StrictModePoisonPill"
code-creation,Builtin,0x272317f0cbe0,260,"ArgumentsAdaptorTrampoline"
code-creation,Builtin,0x272317f0cd00,111,"InRecompileQueue"
code-creation,Builtin,0x272317f0cd80,609,"JSConstructStubCountdown"
code-creation,Builtin,0x272317f0d000,541,"JSConstructStubGeneric"
code-creation,Builtin,0x272317f0d220,518,"JSConstructStubApi"
code-creation,Builtin,0x272317f0d440,206,"JSEntryTrampoline"
code-creation,Stub,0x272317f0d520,196,"CallConstructStub"
code-creation,Builtin,0x272317f0d600,177,"JSConstructEntryTrampoline"
code-creation,Builtin,0x272317f0d6c0,157,"LazyCompile"
code-creation,Builtin,0x272317f0d760,157,"LazyRecompile"
code-creation,Builtin,0x272317f0d800,166,"ParallelRecompile"
code-creation,Builtin,0x272317f0d8c0,218,"NotifyDeoptimized"
code-creation,Builtin,0x272317f0d9a0,218,"NotifyLazyDeoptimized"
code-creation,Builtin,0x272317f0da80,186,"NotifyOSR"
code-creation,Builtin,0x272317f0db40,117,"LoadIC_Miss"
code-creation,Builtin,0x272317f0dbc0,117,"KeyedLoadIC_Miss"
code-creation,Builtin,0x272317f0dc40,117,"KeyedLoadIC_MissForceGeneric"
code-creation,Builtin,0x272317f0dcc0,117,"KeyedLoadIC_Slow"
code-creation,Builtin,0x272317f0dd40,118,"StoreIC_Miss"
code-creation,Builtin,0x272317f0ddc0,118,"KeyedStoreIC_Miss"
code-creation,Builtin,0x272317f0de40,118,"KeyedStoreIC_MissForceGeneric"
code-creation,Builtin,0x272317f0dec0,118,"KeyedStoreIC_Slow"
code-creation,Builtin,0x272317f0df40,117,"LoadIC_Initialize"
code-creation,Builtin,0x272317f0dfc0,117,"LoadIC_PreMonomorphic"
code-creation,Stub,0x272317f0e040,972,"StringDictionaryLookupStub"
code-creation,Builtin,0x272317f0e420,350,"LoadIC_Normal"
code-creation,Builtin,0x272317f0e580,128,"LoadIC_ArrayLength"
code-creation,Builtin,0x272317f0e600,131,"LoadIC_StringLength"
code-creation,Builtin,0x272317f0e6a0,178,"LoadIC_StringWrapperLength"
code-creation,Builtin,0x272317f0e760,168,"LoadIC_FunctionPrototype"
code-creation,Builtin,0x272317f0e820,312,"LoadIC_Megamorphic"
code-creation,Builtin,0x272317f0e960,134,"LoadIC_Getter_ForDeopt"
code-creation,Builtin,0x272317f0ea00,117,"KeyedLoadIC_Initialize"
code-creation,Builtin,0x272317f0ea80,117,"KeyedLoadIC_PreMonomorphic"
code-creation,Stub,0x272317f0eb00,972,"StringDictionaryLookupStub"
code-creation,Builtin,0x272317f0eee0,994,"KeyedLoadIC_Generic"
code-creation,Builtin,0x272317f0f2e0,715,"KeyedLoadIC_String"
code-creation,Builtin,0x272317f0f5c0,182,"KeyedLoadIC_IndexedInterceptor"
code-creation,Builtin,0x272317f0f680,304,"KeyedLoadIC_NonStrictArguments"
code-creation,Builtin,0x272317f0f7c0,118,"StoreIC_Initialize"
code-creation,Builtin,0x272317f0f840,206,"StoreIC_ArrayLength"
code-creation,Stub,0x272317f0f920,991,"StringDictionaryLookupStub"
code-creation,Builtin,0x272317f0fd00,421,"StoreIC_Normal"
code-creation,Builtin,0x272317f0fec0,330,"StoreIC_Megamorphic"
code-creation,Builtin,0x272317f10020,122,"StoreIC_GlobalProxy"
code-creation,Builtin,0x272317f100a0,118,"StoreIC_Initialize_Strict"
code-creation,Builtin,0x272317f10120,206,"StoreIC_ArrayLength_Strict"
code-creation,Builtin,0x272317f10200,421,"StoreIC_Normal_Strict"
code-creation,Builtin,0x272317f103c0,330,"StoreIC_Megamorphic_Strict"
code-creation,Builtin,0x272317f10520,122,"StoreIC_GlobalProxy_Strict"
code-creation,Builtin,0x272317f105a0,136,"StoreIC_Setter_ForDeopt"
code-creation,Builtin,0x272317f10640,118,"KeyedStoreIC_Initialize"
code-creation,Builtin,0x272317f106c0,2338,"KeyedStoreIC_Generic"
code-creation,Builtin,0x272317f11000,118,"KeyedStoreIC_Initialize_Strict"
code-creation,Builtin,0x272317f11080,2338,"KeyedStoreIC_Generic_Strict"
code-creation,Builtin,0x272317f119c0,398,"KeyedStoreIC_NonStrictArguments"
code-creation,Builtin,0x272317f11b60,459,"TransitionElementsSmiToDouble"
code-creation,Builtin,0x272317f11d40,452,"TransitionElementsDoubleToObject"
code-creation,Builtin,0x272317f11f20,483,"FunctionCall"
code-creation,Builtin,0x272317f12120,492,"FunctionApply"
code-creation,Stub,0x272317f12320,756,"RecordWriteStub"
code-creation,Builtin,0x272317f12620,798,"InternalArrayCode"
code-creation,Builtin,0x272317f12940,798,"ArrayCode"
code-creation,Builtin,0x272317f12c60,783,"ArrayConstructCode"
code-creation,Builtin,0x272317f12f80,483,"StringConstructCode"
code-creation,Stub,0x272317f13180,110,"StackCheckStub"
code-creation,Builtin,0x272317f13200,915,"OnStackReplacement"
code-creation,Builtin,0x272317f135a0,183,"Return_DebugBreak"
code-creation,Builtin,0x272317f13660,179,"CallFunctionStub_DebugBreak"
code-creation,Builtin,0x272317f13720,181,"CallFunctionStub_Recording_DebugBreak"
code-creation,Builtin,0x272317f137e0,215,"CallConstructStub_DebugBreak"
code-creation,Builtin,0x272317f138c0,217,"CallConstructStub_Recording_DebugBreak"
code-creation,Builtin,0x272317f139a0,181,"LoadIC_DebugBreak"
code-creation,Builtin,0x272317f13a60,181,"KeyedLoadIC_DebugBreak"
code-creation,Builtin,0x272317f13b20,183,"StoreIC_DebugBreak"
code-creation,Builtin,0x272317f13be0,183,"KeyedStoreIC_DebugBreak"
code-creation,Builtin,0x272317f13ca0,181,"Slot_DebugBreak"
code-creation,Builtin,0x272317f13d60,97,"PlainReturn_LiveEdit"
code-creation,Builtin,0x272317f13de0,137,"FrameDropper_LiveEdit"
code-creation,Stub,0x272317f06000,338,"JSEntryStub"
code-creation,Stub,0x272317f06160,338,"JSEntryStub"
code-creation,Stub,0x272317f062c0,698,"CEntryStub"
code-creation,Stub,0x272317f06580,1049,"CEntryStub"
code-creation,Stub,0x272317f069a0,162,"StoreBufferOverflowStub"
code-creation,Stub,0x272317f06a60,382,"StoreBufferOverflowStub"
code-creation,Stub,0x272317f06be0,1727,"RecordWriteStub"
code-creation,Stub,0x272317f072a0,1720,"RecordWriteStub"
code-creation,Stub,0x272317f07960,760,"RecordWriteStub"
code-creation,Stub,0x272317f07c60,1720,"RecordWriteStub"
code-creation,Stub,0x272317f08320,1714,"RecordWriteStub"
code-creation,Stub,0x272317f089e0,1774,"RecordWriteStub"
code-creation,Stub,0x272317f090e0,1750,"RecordWriteStub"
code-creation,Stub,0x272317f097c0,1720,"RecordWriteStub"
code-creation,Stub,0x272317f09e80,1732,"RecordWriteStub"
code-creation,Stub,0x272317f0a560,766,"RecordWriteStub"
code-creation,Stub,0x272317f0a860,1714,"RecordWriteStub"
code-creation,Stub,0x272317f0af20,1731,"RecordWriteStub"
code-creation,Stub,0x272317f0b600,1769,"RecordWriteStub"
code-creation,Stub,0x272317f0bd00,1750,"RecordWriteStub"
code-creation,Builtin,0x272317f0c3e0,112,"A builtin from the snapshot"
